time_iso8601,stars_cumulative
2019-11-07 00:00:00+00:00,775
2019-11-08 00:00:00+00:00,778
2019-11-09 00:00:00+00:00,779
2019-11-11 00:00:00+00:00,781
2019-11-12 00:00:00+00:00,783
2019-11-13 00:00:00+00:00,784
2019-11-14 00:00:00+00:00,788
2019-11-15 00:00:00+00:00,790
2019-11-17 00:00:00+00:00,791
2019-11-19 00:00:00+00:00,793
2019-11-20 00:00:00+00:00,794
2019-11-21 00:00:00+00:00,795
2019-11-22 00:00:00+00:00,797
2019-11-23 00:00:00+00:00,799
2019-11-24 00:00:00+00:00,800
2019-11-25 00:00:00+00:00,802
2019-11-26 00:00:00+00:00,804
2019-11-30 00:00:00+00:00,806
2019-12-01 00:00:00+00:00,808
2019-12-02 00:00:00+00:00,810
2019-12-03 00:00:00+00:00,811
2019-12-04 00:00:00+00:00,812
2019-12-05 00:00:00+00:00,814
2019-12-06 00:00:00+00:00,817
2019-12-08 00:00:00+00:00,819
2019-12-09 00:00:00+00:00,820
2019-12-10 00:00:00+00:00,823
2019-12-11 00:00:00+00:00,824
2019-12-12 00:00:00+00:00,825
2019-12-13 00:00:00+00:00,828
2019-12-15 00:00:00+00:00,832
2019-12-16 00:00:00+00:00,834
2019-12-17 00:00:00+00:00,836
2019-12-18 00:00:00+00:00,839
2019-12-19 00:00:00+00:00,841
2019-12-21 00:00:00+00:00,844
2019-12-22 00:00:00+00:00,845
2019-12-23 00:00:00+00:00,846
2019-12-24 00:00:00+00:00,848
2019-12-25 00:00:00+00:00,850
2019-12-27 00:00:00+00:00,852
2019-12-28 00:00:00+00:00,853
2019-12-29 00:00:00+00:00,854
2019-12-30 00:00:00+00:00,856
2019-12-31 00:00:00+00:00,857
2020-01-01 00:00:00+00:00,859
2020-01-03 00:00:00+00:00,863
2020-01-05 00:00:00+00:00,865
2020-01-06 00:00:00+00:00,866
2020-01-07 00:00:00+00:00,867
2020-01-08 00:00:00+00:00,869
2020-01-09 00:00:00+00:00,871
2020-01-11 00:00:00+00:00,872
2020-01-12 00:00:00+00:00,873
2020-01-13 00:00:00+00:00,874
2020-01-14 00:00:00+00:00,876
2020-01-15 00:00:00+00:00,878
2020-01-16 00:00:00+00:00,879
2020-01-18 00:00:00+00:00,884
2020-01-20 00:00:00+00:00,885
2020-01-21 00:00:00+00:00,886
2020-01-22 00:00:00+00:00,888
2020-01-23 00:00:00+00:00,890
2020-01-24 00:00:00+00:00,894
2020-01-25 00:00:00+00:00,895
2020-01-29 00:00:00+00:00,896
2020-01-30 00:00:00+00:00,898
2020-01-31 00:00:00+00:00,900
2020-02-01 00:00:00+00:00,901
2020-02-04 00:00:00+00:00,902
2020-02-05 00:00:00+00:00,906
2020-02-06 00:00:00+00:00,907
2020-02-10 00:00:00+00:00,909
2020-02-12 00:00:00+00:00,910
2020-02-13 00:00:00+00:00,912
2020-02-14 00:00:00+00:00,914
2020-02-15 00:00:00+00:00,918
2020-02-17 00:00:00+00:00,920
2020-02-18 00:00:00+00:00,923
2020-02-22 00:00:00+00:00,925
2020-02-24 00:00:00+00:00,927
2020-02-25 00:00:00+00:00,928
2020-02-26 00:00:00+00:00,929
2020-02-27 00:00:00+00:00,930
2020-02-29 00:00:00+00:00,931
2020-03-03 00:00:00+00:00,935
2020-03-04 00:00:00+00:00,937
2020-03-06 00:00:00+00:00,938
2020-03-07 00:00:00+00:00,940
2020-03-08 00:00:00+00:00,941
2020-03-09 00:00:00+00:00,942
2020-03-10 00:00:00+00:00,944
2020-03-11 00:00:00+00:00,945
2020-03-13 00:00:00+00:00,946
2020-03-14 00:00:00+00:00,948
2020-03-15 00:00:00+00:00,950
2020-03-17 00:00:00+00:00,952
2020-03-18 00:00:00+00:00,959
2020-03-19 00:00:00+00:00,960
2020-03-20 00:00:00+00:00,962
2020-03-21 00:00:00+00:00,966
2020-03-22 00:00:00+00:00,969
2020-03-23 00:00:00+00:00,971
2020-03-24 00:00:00+00:00,973
2020-03-25 00:00:00+00:00,974
